step,sha256,md5,sha1,blake2b,sha3_256
708,2.1457672119140625e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
709,2.86102294921875e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06
710,2.86102294921875e-06,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.430511474609375e-06
711,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
712,3.337860107421875e-06,1.430511474609375e-06,9.5367431640625e-07,1.9073486328125e-06,1.6689300537109375e-06
713,4.5299530029296875e-06,1.430511474609375e-06,1.430511474609375e-06,1.1920928955078125e-06,1.9073486328125e-06
714,5.0067901611328125e-06,1.6689300537109375e-06,1.1920928955078125e-06,1.430511474609375e-06,1.9073486328125e-06
715,4.5299530029296875e-06,1.6689300537109375e-06,1.6689300537109375e-06,1.430511474609375e-06,1.9073486328125e-06
716,3.337860107421875e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.6689300537109375e-06
717,2.86102294921875e-06,1.1920928955078125e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06
718,2.86102294921875e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06
719,2.1457672119140625e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
720,2.1457672119140625e-06,9.5367431640625e-07,1.1920928955078125e-06,9.5367431640625e-07,9.5367431640625e-07
721,4.5299530029296875e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.6689300537109375e-06,1.430511474609375e-06
722,3.5762786865234375e-06,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,1.6689300537109375e-06
723,2.1457672119140625e-06,9.5367431640625e-07,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06
724,3.0994415283203125e-06,1.1920928955078125e-06,7.152557373046875e-07,1.430511474609375e-06,1.1920928955078125e-06
725,2.384185791015625e-06,7.152557373046875e-07,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07
726,3.337860107421875e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.430511474609375e-06
727,2.86102294921875e-06,9.5367431640625e-07,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06
728,1.9073486328125e-06,7.152557373046875e-07,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06
729,2.6226043701171875e-06,7.152557373046875e-07,1.1920928955078125e-06,9.5367431640625e-07,1.6689300537109375e-06
730,1.9073486328125e-06,7.152557373046875e-07,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06
731,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,7.152557373046875e-07,1.1920928955078125e-06
732,1.6689300537109375e-06,9.5367431640625e-07,7.152557373046875e-07,7.152557373046875e-07,1.430511474609375e-06
733,8.58306884765625e-06,4.0531158447265625e-06,2.6226043701171875e-06,3.5762786865234375e-06,4.5299530029296875e-06
734,1.6689300537109375e-06,7.152557373046875e-07,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07
735,2.1457672119140625e-06,7.152557373046875e-07,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06
736,1.9073486328125e-06,9.5367431640625e-07,1.1920928955078125e-06,7.152557373046875e-07,1.430511474609375e-06
737,1.9073486328125e-06,7.152557373046875e-07,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06
738,2.86102294921875e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06
739,2.6226043701171875e-06,1.1920928955078125e-06,7.152557373046875e-07,1.1920928955078125e-06,1.430511474609375e-06
740,2.1457672119140625e-06,9.5367431640625e-07,9.5367431640625e-07,4.76837158203125e-07,9.5367431640625e-07
741,1.6689300537109375e-06,1.1920928955078125e-06,4.76837158203125e-07,7.152557373046875e-07,1.1920928955078125e-06
742,2.6226043701171875e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,9.5367431640625e-07
743,2.6226043701171875e-06,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.6689300537109375e-06
744,2.6226043701171875e-06,7.152557373046875e-07,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06
745,4.76837158203125e-06,2.1457672119140625e-06,1.9073486328125e-06,1.9073486328125e-06,2.6226043701171875e-06
746,2.1457672119140625e-06,7.152557373046875e-07,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07
747,1.9073486328125e-06,7.152557373046875e-07,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06
748,1.9073486328125e-06,7.152557373046875e-07,7.152557373046875e-07,7.152557373046875e-07,9.5367431640625e-07
749,2.1457672119140625e-06,7.152557373046875e-07,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07
750,3.814697265625e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.6689300537109375e-06
751,4.291534423828125e-06,1.430511474609375e-06,1.430511474609375e-06,1.6689300537109375e-06,1.9073486328125e-06
752,2.86102294921875e-06,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06,1.430511474609375e-06
753,1.9073486328125e-06,7.152557373046875e-07,7.152557373046875e-07,9.5367431640625e-07,9.5367431640625e-07
754,2.384185791015625e-06,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06,1.6689300537109375e-06
755,1.6689300537109375e-06,9.5367431640625e-07,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06
756,2.6226043701171875e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06
757,2.6226043701171875e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.430511474609375e-06
758,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
759,2.6226043701171875e-06,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
760,1.2636184692382812e-05,1.430511474609375e-06,1.430511474609375e-06,1.1920928955078125e-06,1.430511474609375e-06
761,2.6226043701171875e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,1.6689300537109375e-06
762,3.0994415283203125e-06,1.430511474609375e-06,1.1920928955078125e-06,9.5367431640625e-07,1.6689300537109375e-06
763,5.4836273193359375e-06,1.9073486328125e-06,1.430511474609375e-06,1.33514404296875e-05,3.0994415283203125e-06
764,4.5299530029296875e-06,2.1457672119140625e-06,1.9073486328125e-06,1.6689300537109375e-06,2.6226043701171875e-06
765,2.1457672119140625e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07
766,3.5762786865234375e-06,2.1457672119140625e-06,1.9073486328125e-06,1.1920928955078125e-06,2.384185791015625e-06
767,3.814697265625e-06,1.1920928955078125e-06,9.5367431640625e-07,1.6689300537109375e-06,1.430511474609375e-06
768,1.9073486328125e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
769,1.9073486328125e-06,1.1920928955078125e-06,7.152557373046875e-07,7.152557373046875e-07,1.430511474609375e-06
770,1.9073486328125e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
771,1.3828277587890625e-05,1.1920928955078125e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.6689300537109375e-06
772,3.814697265625e-06,1.6689300537109375e-06,9.5367431640625e-07,1.430511474609375e-06,1.6689300537109375e-06
773,5.9604644775390625e-06,2.6226043701171875e-06,1.9073486328125e-06,2.1457672119140625e-06,2.86102294921875e-06
774,2.384185791015625e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06
775,2.1457672119140625e-06,1.1920928955078125e-06,7.152557373046875e-07,7.152557373046875e-07,1.430511474609375e-06
776,2.1457672119140625e-06,7.152557373046875e-07,4.76837158203125e-07,4.76837158203125e-07,7.152557373046875e-07
777,4.291534423828125e-06,1.6689300537109375e-06,9.5367431640625e-07,1.6689300537109375e-06,1.430511474609375e-06
778,4.5299530029296875e-06,1.430511474609375e-06,9.5367431640625e-07,1.430511474609375e-06,1.9073486328125e-06
779,2.6226043701171875e-06,9.5367431640625e-07,1.1920928955078125e-06,9.5367431640625e-07,1.430511474609375e-06
780,1.6689300537109375e-06,7.152557373046875e-07,7.152557373046875e-07,4.76837158203125e-07,1.1920928955078125e-06
781,2.86102294921875e-06,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06,1.430511474609375e-06
782,3.5762786865234375e-06,1.9073486328125e-06,1.6689300537109375e-06,1.430511474609375e-06,2.1457672119140625e-06
783,2.1457672119140625e-06,7.152557373046875e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07
784,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
785,3.5762786865234375e-06,1.6689300537109375e-06,1.6689300537109375e-06,1.1920928955078125e-06,2.1457672119140625e-06
786,2.1457672119140625e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
787,2.384185791015625e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06
788,3.814697265625e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.430511474609375e-06,1.9073486328125e-06
789,1.9073486328125e-06,1.1920928955078125e-06,9.5367431640625e-07,7.152557373046875e-07,1.430511474609375e-06
790,3.0994415283203125e-06,1.430511474609375e-06,9.5367431640625e-07,1.430511474609375e-06,1.430511474609375e-06
791,2.384185791015625e-06,7.152557373046875e-07,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06
792,2.1457672119140625e-06,1.1920928955078125e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06
793,3.337860107421875e-06,1.9073486328125e-06,1.430511474609375e-06,1.430511474609375e-06,2.384185791015625e-06
794,3.337860107421875e-06,1.9073486328125e-06,1.6689300537109375e-06,1.6689300537109375e-06,2.1457672119140625e-06
795,3.5762786865234375e-06,1.430511474609375e-06,9.5367431640625e-07,1.6689300537109375e-06,1.6689300537109375e-06
796,5.7220458984375e-06,1.9073486328125e-06,1.430511474609375e-06,1.6689300537109375e-06,1.9073486328125e-06
797,2.384185791015625e-06,1.1920928955078125e-06,9.5367431640625e-07,1.430511474609375e-06,1.430511474609375e-06
798,2.86102294921875e-06,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.430511474609375e-06
799,4.5299530029296875e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.6689300537109375e-06,1.6689300537109375e-06
800,3.5762786865234375e-06,1.9073486328125e-06,1.430511474609375e-06,1.430511474609375e-06,2.384185791015625e-06
801,5.0067901611328125e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.430511474609375e-06,1.9073486328125e-06
802,4.0531158447265625e-06,1.6689300537109375e-06,1.430511474609375e-06,1.430511474609375e-06,2.1457672119140625e-06
803,3.218650817871094e-05,3.814697265625e-06,1.6689300537109375e-06,2.1457672119140625e-06,2.1457672119140625e-06
804,5.7220458984375e-06,1.6689300537109375e-06,1.430511474609375e-06,6.008148193359375e-05,2.6226043701171875e-06
805,3.337860107421875e-06,1.9073486328125e-06,1.1920928955078125e-06,1.6689300537109375e-06,1.6689300537109375e-06
806,1.6689300537109375e-06,7.152557373046875e-07,4.76837158203125e-07,9.5367431640625e-07,9.5367431640625e-07
807,2.1457672119140625e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06
808,2.1457672119140625e-06,1.430511474609375e-06,9.5367431640625e-07,1.430511474609375e-06,1.1920928955078125e-06
809,1.9073486328125e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06
810,2.6226043701171875e-06,9.5367431640625e-07,7.152557373046875e-07,7.152557373046875e-07,1.430511474609375e-06
811,2.1457672119140625e-06,7.152557373046875e-07,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06
812,5.4836273193359375e-06,2.384185791015625e-06,8.821487426757812e-06,7.152557373046875e-06,1.33514404296875e-05
813,3.5762786865234375e-06,1.6689300537109375e-06,1.6689300537109375e-06,1.1920928955078125e-06,2.6226043701171875e-06
814,3.337860107421875e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.6689300537109375e-06
815,2.1457672119140625e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
816,6.198883056640625e-06,1.6689300537109375e-06,1.6689300537109375e-06,2.1457672119140625e-06,1.6689300537109375e-06
817,2.1457672119140625e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.430511474609375e-06
818,2.6226043701171875e-06,1.1920928955078125e-06,9.5367431640625e-07,9.5367431640625e-07,1.6689300537109375e-06
819,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
820,2.1457672119140625e-06,7.152557373046875e-07,7.152557373046875e-07,9.5367431640625e-07,9.5367431640625e-07
821,3.337860107421875e-06,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06,1.430511474609375e-06
822,2.1457672119140625e-06,7.152557373046875e-07,7.152557373046875e-07,9.5367431640625e-07,9.5367431640625e-07
823,2.1457672119140625e-06,7.152557373046875e-07,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06
824,4.291534423828125e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.6689300537109375e-06,1.430511474609375e-06
825,6.67572021484375e-06,2.6226043701171875e-06,1.9073486328125e-06,2.384185791015625e-06,2.86102294921875e-06
826,1.9073486328125e-06,7.152557373046875e-07,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06
827,2.1457672119140625e-06,1.1920928955078125e-06,7.152557373046875e-07,7.152557373046875e-07,1.6689300537109375e-06
828,2.6226043701171875e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06
829,2.1457672119140625e-06,7.152557373046875e-07,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06
830,2.6226043701171875e-06,1.1920928955078125e-06,7.152557373046875e-07,7.152557373046875e-07,1.430511474609375e-06
831,3.0994415283203125e-06,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06
832,2.6226043701171875e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
833,2.1457672119140625e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
834,2.86102294921875e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.430511474609375e-06
835,2.86102294921875e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
836,1.9073486328125e-06,1.1920928955078125e-06,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06
837,2.384185791015625e-06,9.5367431640625e-07,1.1920928955078125e-06,9.5367431640625e-07,1.430511474609375e-06
838,2.6226043701171875e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
839,2.86102294921875e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
840,4.5299530029296875e-06,1.430511474609375e-06,1.1920928955078125e-06,1.9073486328125e-06,1.6689300537109375e-06
841,2.86102294921875e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06
842,3.5762786865234375e-06,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06,1.1920928955078125e-06
843,4.291534423828125e-06,1.6689300537109375e-06,9.5367431640625e-07,1.6689300537109375e-06,1.6689300537109375e-06
844,4.291534423828125e-06,1.1920928955078125e-06,1.430511474609375e-06,1.430511474609375e-06,1.9073486328125e-06
845,2.86102294921875e-06,1.430511474609375e-06,1.430511474609375e-06,9.5367431640625e-07,1.9073486328125e-06
846,5.0067901611328125e-06,1.6689300537109375e-06,1.430511474609375e-06,1.9073486328125e-06,1.6689300537109375e-06
847,5.0067901611328125e-06,1.6689300537109375e-06,1.1920928955078125e-06,1.6689300537109375e-06,1.6689300537109375e-06
848,5.0067901611328125e-06,1.430511474609375e-06,1.1920928955078125e-06,2.1457672119140625e-06,1.6689300537109375e-06
849,2.6226043701171875e-06,1.430511474609375e-06,7.152557373046875e-07,1.1920928955078125e-06,1.430511474609375e-06
850,1.9073486328125e-06,1.1920928955078125e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06
851,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,9.5367431640625e-07
852,2.1457672119140625e-06,7.152557373046875e-07,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06
853,1.9073486328125e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,9.5367431640625e-07
854,3.814697265625e-06,1.430511474609375e-06,9.5367431640625e-07,1.6689300537109375e-06,1.430511474609375e-06
855,3.814697265625e-06,2.1457672119140625e-06,1.430511474609375e-06,1.6689300537109375e-06,2.6226043701171875e-06
856,1.9073486328125e-06,9.5367431640625e-07,7.152557373046875e-07,7.152557373046875e-07,1.430511474609375e-06
857,2.1457672119140625e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
858,2.6226043701171875e-06,7.152557373046875e-07,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
859,2.1457672119140625e-06,9.5367431640625e-07,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06
860,1.9073486328125e-06,9.5367431640625e-07,4.76837158203125e-07,9.5367431640625e-07,1.430511474609375e-06
861,3.0994415283203125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06,1.1920928955078125e-06
862,2.1457672119140625e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
863,2.1457672119140625e-06,7.152557373046875e-07,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07
864,1.9073486328125e-06,9.5367431640625e-07,4.76837158203125e-07,7.152557373046875e-07,1.1920928955078125e-06
865,4.0531158447265625e-06,1.430511474609375e-06,9.5367431640625e-07,1.430511474609375e-06,1.430511474609375e-06
866,2.384185791015625e-06,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
867,2.86102294921875e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06
868,5.4836273193359375e-06,1.430511474609375e-06,1.430511474609375e-06,1.430511474609375e-06,2.1457672119140625e-06
869,2.384185791015625e-06,1.430511474609375e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
870,4.291534423828125e-06,2.1457672119140625e-06,1.9073486328125e-06,1.9073486328125e-06,2.86102294921875e-06
871,2.86102294921875e-06,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06,1.430511474609375e-06
872,3.337860107421875e-06,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.6689300537109375e-06
873,2.1457672119140625e-06,9.5367431640625e-07,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07
874,2.1457672119140625e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
875,2.86102294921875e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06
876,4.0531158447265625e-06,2.1457672119140625e-06,1.430511474609375e-06,1.6689300537109375e-06,1.9073486328125e-06
877,2.6226043701171875e-06,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06,1.430511474609375e-06
878,2.86102294921875e-06,9.5367431640625e-07,1.1920928955078125e-06,9.5367431640625e-07,1.430511474609375e-06
879,2.1457672119140625e-06,9.5367431640625e-07,4.76837158203125e-07,7.152557373046875e-07,9.5367431640625e-07
880,2.384185791015625e-06,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06,1.430511474609375e-06
881,1.9073486328125e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
882,2.1457672119140625e-06,7.152557373046875e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07
883,2.1457672119140625e-06,7.152557373046875e-07,7.152557373046875e-07,7.152557373046875e-07,9.5367431640625e-07
884,1.9073486328125e-06,9.5367431640625e-07,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06
885,2.384185791015625e-06,1.1920928955078125e-06,9.5367431640625e-07,1.430511474609375e-06,1.1920928955078125e-06
886,2.6226043701171875e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.6689300537109375e-06
887,2.1457672119140625e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
888,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
889,2.1457672119140625e-06,7.152557373046875e-07,7.152557373046875e-07,7.152557373046875e-07,9.5367431640625e-07
890,2.6226043701171875e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
891,2.384185791015625e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
892,2.09808349609375e-05,2.1457672119140625e-06,1.430511474609375e-06,1.6689300537109375e-06,1.6689300537109375e-06
893,2.86102294921875e-06,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06,1.0728836059570312e-05
894,4.5299530029296875e-06,1.6689300537109375e-06,9.5367431640625e-07,1.6689300537109375e-06,1.6689300537109375e-06
895,4.76837158203125e-06,1.6689300537109375e-06,1.1920928955078125e-06,1.6689300537109375e-06,1.430511474609375e-06
896,2.1457672119140625e-06,9.5367431640625e-07,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06
897,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.430511474609375e-06
898,3.5762786865234375e-06,1.430511474609375e-06,9.5367431640625e-07,1.6689300537109375e-06,1.430511474609375e-06
899,3.5762786865234375e-06,1.1920928955078125e-06,9.5367431640625e-07,1.430511474609375e-06,1.430511474609375e-06
900,2.6226043701171875e-06,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06
901,3.337860107421875e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.6689300537109375e-06
902,3.814697265625e-06,1.6689300537109375e-06,1.1920928955078125e-06,1.6689300537109375e-06,1.6689300537109375e-06
903,2.6226043701171875e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
904,1.9073486328125e-06,1.1920928955078125e-06,9.5367431640625e-07,7.152557373046875e-07,1.430511474609375e-06
905,3.337860107421875e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.6689300537109375e-06
906,3.0994415283203125e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
907,4.291534423828125e-06,1.1920928955078125e-06,1.430511474609375e-06,1.6689300537109375e-06,1.6689300537109375e-06
908,2.6226043701171875e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,1.6689300537109375e-06
909,2.1457672119140625e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
910,4.291534423828125e-06,1.6689300537109375e-06,1.1920928955078125e-06,1.6689300537109375e-06,1.6689300537109375e-06
911,2.86102294921875e-06,1.1920928955078125e-06,7.152557373046875e-07,1.430511474609375e-06,1.430511474609375e-06
912,4.291534423828125e-06,1.6689300537109375e-06,1.1920928955078125e-06,1.6689300537109375e-06,1.9073486328125e-06
913,2.1457672119140625e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
914,2.6226043701171875e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
915,4.291534423828125e-06,1.430511474609375e-06,1.1920928955078125e-06,1.430511474609375e-06,1.6689300537109375e-06
916,2.6226043701171875e-06,1.1920928955078125e-06,7.152557373046875e-07,1.1920928955078125e-06,1.430511474609375e-06
917,2.86102294921875e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.6689300537109375e-06
918,3.0994415283203125e-06,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06
919,5.7220458984375e-06,2.1457672119140625e-06,2.1457672119140625e-06,2.1457672119140625e-06,2.86102294921875e-06
920,2.1457672119140625e-06,1.1920928955078125e-06,7.152557373046875e-07,1.1920928955078125e-06,1.430511474609375e-06
921,4.0531158447265625e-06,1.430511474609375e-06,1.430511474609375e-06,1.6689300537109375e-06,1.6689300537109375e-06
922,5.245208740234375e-06,2.384185791015625e-06,1.6689300537109375e-06,1.6689300537109375e-06,2.86102294921875e-06
923,3.5762786865234375e-06,1.9073486328125e-06,1.6689300537109375e-06,1.6689300537109375e-06,2.1457672119140625e-06
924,3.337860107421875e-06,1.9073486328125e-06,1.6689300537109375e-06,1.430511474609375e-06,2.384185791015625e-06
925,3.0994415283203125e-06,1.6689300537109375e-06,1.430511474609375e-06,1.430511474609375e-06,2.384185791015625e-06
926,2.1457672119140625e-06,1.1920928955078125e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06
927,2.6226043701171875e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,9.5367431640625e-07
928,5.245208740234375e-06,2.384185791015625e-06,1.9073486328125e-06,1.9073486328125e-06,2.86102294921875e-06
929,2.1457672119140625e-06,7.152557373046875e-07,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06
930,3.5762786865234375e-06,1.9073486328125e-06,1.6689300537109375e-06,1.1920928955078125e-06,2.1457672119140625e-06
931,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
932,2.6226043701171875e-06,1.1920928955078125e-06,1.1920928955078125e-06,9.5367431640625e-07,1.6689300537109375e-06
933,4.76837158203125e-06,1.430511474609375e-06,1.430511474609375e-06,1.6689300537109375e-06,1.9073486328125e-06
934,4.5299530029296875e-06,2.1457672119140625e-06,2.1457672119140625e-06,1.6689300537109375e-06,2.86102294921875e-06
935,7.3909759521484375e-06,2.384185791015625e-06,1.9073486328125e-06,2.1457672119140625e-06,2.86102294921875e-06
936,5.245208740234375e-06,2.6226043701171875e-06,2.1457672119140625e-06,2.1457672119140625e-06,2.6226043701171875e-06
937,5.245208740234375e-06,1.6689300537109375e-06,1.1920928955078125e-06,2.1457672119140625e-06,1.9073486328125e-06
938,3.5762786865234375e-06,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06,1.1920928955078125e-06
939,3.0994415283203125e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.430511474609375e-06
940,2.6226043701171875e-06,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.430511474609375e-06
941,2.384185791015625e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
942,2.6226043701171875e-06,9.5367431640625e-07,7.152557373046875e-07,7.152557373046875e-07,1.430511474609375e-06
943,1.430511474609375e-05,1.9073486328125e-06,9.5367431640625e-07,1.6689300537109375e-06,1.1920928955078125e-06
